id,cuisine
48504,brazilian
22857,british
11465,indian
42107,thai
12514,british
46339,indian
8383,southern_us
27362,irish
38646,vietnamese
44084,korean
12946,thai
11670,indian
34916,italian
2944,moroccan
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,spanish
44113,irish
47328,korean
33937,filipino
40399,french
23562,vietnamese
12787,mexican
13992,japanese
38992,southern_us
45269,mexican
15211,moroccan
34602,british
41779,thai
4179,mexican
37925,japanese
46161,greek
5512,southern_us
27845,mexican
12024,cajun_creole
41072,french
17911,spanish
4237,chinese
40442,french
15522,mexican
6804,cajun_creole
43807,thai
21647,korean
22758,british
32551,mexican
20470,mexican
20842,vietnamese
43018,indian
45493,greek
42442,greek
14655,italian
32247,irish
32302,russian
42075,moroccan
19949,mexican
23352,british
48549,southern_us
15053,jamaican
23490,japanese
12080,chinese
41992,vietnamese
10618,brazilian
2870,british
49226,mexican
10052,irish
39400,italian
8410,mexican
15752,indian
18854,moroccan
28448,irish
27260,indian
1083,british
21430,cajun_creole
46343,british
12493,japanese
14251,filipino
37764,filipino
3912,filipino
28477,greek
25100,italian
44515,brazilian
36019,southern_us
44471,spanish
27855,indian
47538,southern_us
16954,mexican
5730,vietnamese
29892,cajun_creole
25581,filipino
43708,british
49152,thai
40984,mexican
13050,italian
15031,greek
42841,russian
16325,southern_us
1866,russian
29547,japanese
24281,cajun_creole
49183,british
41136,mexican
15790,indian
23832,japanese
4231,british
5306,mexican
40103,cajun_creole
45908,mexican
34333,indian
19999,moroccan
9304,korean
11613,mexican
30183,italian
14480,thai
26493,korean
46415,mexican
23012,indian
2981,british
31371,moroccan
8119,moroccan
48376,japanese
42957,thai
18688,filipino
38876,chinese
11197,greek
48216,thai
24611,vietnamese
16761,vietnamese
47345,greek
16477,spanish
31855,british
403,british
48608,mexican
1985,japanese
36249,filipino
27201,chinese
22141,southern_us
34166,cajun_creole
4721,irish
44230,mexican
21409,spanish
29986,cajun_creole
15401,greek
32341,greek
46266,spanish
6633,moroccan
42713,italian
9117,russian
16266,japanese
36470,chinese
16164,indian
34712,korean
29117,british
34991,indian
24906,italian
36954,cajun_creole
29979,spanish
16710,moroccan
48056,italian
24035,filipino
32656,indian
45875,british
1735,thai
35986,greek
45005,southern_us
46636,filipino
31507,southern_us
31348,mexican
28362,moroccan
33305,russian
36747,japanese
39897,cajun_creole
27450,japanese
49579,korean
24426,mexican
11507,moroccan
6093,korean
49338,greek
11560,greek
49597,mexican
17865,filipino
5995,mexican
9707,mexican
6888,mexican
46148,japanese
19940,british
34637,filipino
14214,moroccan
15805,british
34328,chinese
27174,british
24919,italian
33206,mexican
10745,jamaican
41550,russian
5008,british
10685,mexican
15287,spanish
25701,british
31525,spanish
27096,chinese
36113,japanese
48480,vietnamese
1944,vietnamese
26314,irish
10478,thai
15149,british
5024,british
1676,french
2869,greek
20079,british
8053,mexican
6212,greek
13557,indian
9735,japanese
39956,spanish
21569,mexican
3269,moroccan
4461,cajun_creole
41598,moroccan
44612,british
20150,japanese
7278,spanish
35809,russian
21612,mexican
20357,british
23355,french
27727,spanish
34021,jamaican
9970,mexican
36438,british
12079,british
22380,indian
28065,thai
49690,italian
48671,moroccan
18509,british
8903,spanish
23374,chinese
22475,korean
28418,indian
42625,british
44840,british
42121,indian
2243,moroccan
18032,japanese
19392,british
25679,french
11223,mexican
35867,italian
33842,filipino
12676,british
38377,greek
344,french
11864,chinese
16895,moroccan
3001,indian
19195,japanese
3635,vietnamese
23150,japanese
17502,italian
16405,moroccan
34160,mexican
34495,chinese
18377,chinese
18988,mexican
24880,spanish
48302,italian
33358,thai
20732,filipino
22094,spanish
8638,thai
35556,mexican
27248,cajun_creole
15746,greek
46404,mexican
23323,greek
39018,southern_us
23510,italian
27710,irish
30540,indian
48945,british
37197,vietnamese
27343,korean
29349,british
38383,cajun_creole
46758,mexican
24859,chinese
18292,mexican
32450,cajun_creole
35936,vietnamese
36789,southern_us
19804,mexican
16604,greek
585,southern_us
29352,indian
48392,spanish
44324,greek
5012,southern_us
19487,filipino
17263,mexican
26127,irish
39464,jamaican
4870,chinese
16171,moroccan
308,moroccan
19155,cajun_creole
18736,brazilian
43352,southern_us
24652,mexican
44181,cajun_creole
36237,indian
30286,spanish
4019,british
20111,british
35543,italian
25992,japanese
8275,mexican
49613,chinese
45149,indian
38610,indian
18111,mexican
35670,greek
30349,japanese
12034,chinese
20729,cajun_creole
11458,italian
16423,indian
47404,korean
43875,korean
43513,southern_us
21894,greek
9350,greek
18519,mexican
4651,moroccan
14831,mexican
32530,thai
44131,indian
36724,vietnamese
20264,cajun_creole
4994,indian
47875,british
1952,japanese
6792,cajun_creole
44853,french
13807,irish
14303,spanish
27449,mexican
20389,moroccan
32028,vietnamese
9758,japanese
15295,russian
14904,spanish
9534,italian
46950,italian
15648,moroccan
44473,greek
29833,spanish
3015,greek
43675,british
3329,southern_us
27359,moroccan
18163,greek
45238,indian
2146,thai
17194,french
15864,greek
6084,irish
44220,greek
1843,filipino
4777,greek
27182,french
47648,italian
30068,irish
36696,mexican
47909,cajun_creole
19016,mexican
32683,japanese
224,british
2031,cajun_creole
26715,japanese
23886,mexican
28724,cajun_creole
46037,spanish
38683,korean
19328,italian
15324,italian
20480,italian
43132,mexican
25028,irish
15859,british
13023,indian
27838,cajun_creole
3661,indian
35313,mexican
45668,cajun_creole
3070,british
20607,french
33560,korean
43354,cajun_creole
19935,italian
45795,irish
42932,mexican
42059,italian
47601,filipino
31240,chinese
5339,british
8192,greek
4831,korean
9134,indian
49500,indian
45456,southern_us
47506,mexican
43238,british
43910,french
36829,thai
2771,italian
14712,british
37718,british
5264,indian
26273,irish
48641,moroccan
46990,indian
26575,greek
43906,filipino
30518,mexican
45950,irish
15967,southern_us
25115,vietnamese
15112,british
34860,cajun_creole
32100,greek
11239,korean
809,greek
9212,greek
34741,mexican
29409,mexican
39986,cajun_creole
21487,spanish
36981,greek
19115,moroccan
37110,mexican
36185,chinese
26244,japanese
18026,filipino
36961,brazilian
14384,mexican
6039,irish
31871,moroccan
35841,mexican
16074,irish
39180,southern_us
19331,italian
8658,moroccan
49574,italian
25237,thai
6947,spanish
5309,italian
35914,greek
14715,vietnamese
47994,british
11508,korean
41662,greek
39047,thai
22933,vietnamese
5016,japanese
49449,greek
39029,southern_us
1721,cajun_creole
41864,french
17358,mexican
36847,mexican
34812,indian
5486,british
2492,chinese
45624,mexican
7576,filipino
34773,korean
16904,chinese
4279,mexican
38068,vietnamese
7370,moroccan
23586,brazilian
48790,mexican
26717,mexican
32749,italian
42536,chinese
5372,chinese
37143,british
37244,spanish
27674,thai
778,japanese
14686,cajun_creole
9274,mexican
37769,spanish
12871,italian
38528,mexican
32968,irish
6275,italian
4732,french
9452,indian
29194,indian
16627,russian
5127,japanese
26447,italian
11489,moroccan
23884,irish
14545,thai
19620,indian
9771,irish
21265,thai
38249,spanish
3483,southern_us
21262,italian
14605,korean
9448,indian
15750,vietnamese
6413,cajun_creole
17585,korean
10057,moroccan
29462,british
18943,italian
22591,mexican
32048,cajun_creole
32249,irish
39578,jamaican
21724,spanish
27119,british
25094,filipino
41200,british
33033,filipino
21389,irish
49103,italian
12519,greek
26913,indian
12460,italian
3397,cajun_creole
3502,chinese
42877,cajun_creole
249,korean
46008,french
14185,mexican
20873,moroccan
11722,southern_us
24883,indian
3932,italian
25728,japanese
16428,moroccan
7887,mexican
48364,korean
47197,british
28640,mexican
16758,chinese
39135,irish
33302,greek
23677,vietnamese
25509,thai
35746,korean
46195,filipino
19788,italian
18888,filipino
21153,russian
44672,british
48707,greek
2232,southern_us
36081,vietnamese
948,filipino
24512,indian
24382,british
40648,french
48886,british
21967,italian
40119,greek
38221,moroccan
49494,cajun_creole
17286,greek
10421,korean
13088,italian
34348,french
15405,thai
15218,greek
40233,vietnamese
26098,chinese
17221,mexican
25198,filipino
22532,vietnamese
41563,irish
2554,british
38170,mexican
29476,greek
33384,filipino
5770,korean
5628,chinese
44069,italian
18530,greek
22369,thai
9498,italian
26476,french
29939,greek
9336,thai
26377,moroccan
18442,brazilian
13470,thai
34689,southern_us
11016,southern_us
28985,vietnamese
25293,thai
569,southern_us
29992,japanese
20363,filipino
6981,british
30154,japanese
39960,filipino
25975,irish
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,italian
42310,greek
15612,mexican
23160,british
37897,british
44731,british
3460,british
29855,italian
31140,korean
4481,jamaican
30882,british
511,korean
1120,spanish
42651,mexican
18209,irish
38368,korean
31783,vietnamese
37589,irish
17752,korean
37020,filipino
19503,moroccan
2718,mexican
28365,greek
45843,french
4514,vietnamese
4311,chinese
41356,british
12022,british
6846,moroccan
8983,indian
47589,italian
14859,japanese
20035,japanese
732,thai
38568,irish
10871,brazilian
42540,indian
48782,russian
17988,moroccan
8147,korean
32029,moroccan
25598,greek
8695,chinese
11213,mexican
21053,filipino
29154,british
33691,korean
32129,mexican
43787,chinese
40642,italian
39782,japanese
38430,greek
33438,chinese
31602,british
17581,british
25169,vietnamese
35755,spanish
33544,mexican
34252,thai
30764,french
44946,greek
716,mexican
24668,spanish
24270,vietnamese
13165,greek
33758,spanish
3090,vietnamese
43987,japanese
39021,mexican
44460,greek
29876,british
17737,indian
36772,indian
18174,british
20924,british
39098,filipino
32571,mexican
26957,korean
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,irish
1569,vietnamese
39036,chinese
13673,korean
1550,mexican
38553,moroccan
38594,japanese
3220,moroccan
24686,thai
10863,italian
46683,greek
5113,indian
34967,spanish
15420,filipino
9607,cajun_creole
7190,mexican
7482,spanish
3928,british
11288,cajun_creole
1948,indian
6590,chinese
20275,indian
14212,moroccan
47990,greek
36653,spanish
22436,moroccan
34790,british
45752,italian
19159,korean
14515,spanish
27510,french
38699,korean
34959,french
7206,indian
2316,italian
18823,greek
1909,italian
48313,cajun_creole
5844,british
29975,moroccan
41091,thai
9532,british
46569,french
10399,chinese
42934,russian
2688,mexican
27095,spanish
12476,italian
23070,mexican
9837,italian
45829,irish
31887,irish
28518,irish
47168,greek
45321,mexican
20662,spanish
9699,thai
41018,japanese
705,british
42898,spanish
633,indian
31443,mexican
18613,mexican
19060,british
17845,greek
1534,thai
41786,french
31656,vietnamese
17330,russian
7048,french
7938,british
46208,greek
33759,spanish
5526,korean
26943,brazilian
20701,italian
35701,thai
36687,spanish
21401,filipino
376,british
6980,french
39402,filipino
43095,mexican
18576,moroccan
39720,indian
17526,irish
27549,spanish
27123,spanish
22979,cajun_creole
46113,jamaican
31557,mexican
20414,british
14487,thai
24881,italian
17955,irish
39109,mexican
35576,moroccan
25876,irish
24669,mexican
22261,korean
832,chinese
29742,spanish
21381,jamaican
34322,french
7224,japanese
17978,greek
9438,chinese
9458,japanese
41045,chinese
34614,thai
16651,italian
8230,japanese
39372,cajun_creole
39357,cajun_creole
44341,mexican
42052,british
45208,thai
28626,british
48345,vietnamese
37791,brazilian
15227,chinese
24053,japanese
17716,british
6087,vietnamese
28000,moroccan
4320,italian
21783,irish
16148,mexican
47562,greek
31541,spanish
43574,vietnamese
45475,spanish
16953,british
5239,korean
4595,indian
37279,vietnamese
33264,italian
30484,irish
9200,cajun_creole
7457,thai
42413,korean
18484,vietnamese
20985,mexican
29503,moroccan
45242,italian
46953,japanese
13948,mexican
1623,british
33251,italian
6148,italian
30392,southern_us
144,korean
20602,southern_us
48085,moroccan
14896,jamaican
47518,thai
29161,cajun_creole
39363,mexican
694,british
3887,british
12671,british
31117,japanese
14714,moroccan
29993,thai
20639,italian
17665,greek
3969,indian
11014,mexican
19530,southern_us
17271,moroccan
30457,moroccan
22989,indian
45756,indian
20297,chinese
10942,russian
35686,mexican
13032,italian
7951,cajun_creole
20432,southern_us
17971,mexican
4128,jamaican
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,british
32991,mexican
6424,italian
8134,japanese
39280,irish
3091,french
23382,spanish
34090,mexican
23320,moroccan
14962,vietnamese
42047,moroccan
44805,thai
36584,spanish
3016,indian
6391,chinese
38188,mexican
1784,irish
18300,italian
3856,spanish
41841,korean
16837,spanish
23687,british
38118,british
27801,korean
17096,chinese
20235,cajun_creole
13288,british
26749,cajun_creole
19084,greek
35200,cajun_creole
41073,greek
28016,moroccan
18431,irish
22228,japanese
27456,moroccan
325,cajun_creole
6543,italian
7062,filipino
49221,irish
44536,italian
24865,indian
26543,korean
10096,irish
38273,moroccan
6710,jamaican
49243,british
19624,russian
24435,cajun_creole
14883,italian
22516,irish
587,british
40539,mexican
11208,moroccan
18273,mexican
22762,japanese
13300,spanish
42245,italian
14177,greek
4184,moroccan
14277,british
41308,spanish
34438,italian
9805,korean
38007,italian
23919,indian
13945,moroccan
32279,indian
17456,southern_us
47941,southern_us
32310,greek
44442,greek
14163,mexican
27573,italian
777,russian
44116,indian
13347,mexican
29348,japanese
14219,irish
39983,italian
33682,moroccan
21443,vietnamese
47642,cajun_creole
1759,cajun_creole
1205,british
4794,irish
17408,cajun_creole
34666,thai
40237,greek
13778,italian
41289,italian
3560,british
35830,mexican
11151,cajun_creole
12789,cajun_creole
21166,italian
24716,russian
25586,mexican
11046,british
31793,indian
28746,spanish
7226,cajun_creole
30991,vietnamese
47476,irish
30626,italian
49367,filipino
35754,indian
4247,jamaican
49423,russian
22295,russian
2749,chinese
685,french
30988,french
46285,italian
40492,mexican
22264,moroccan
15921,mexican
388,chinese
33121,korean
35685,vietnamese
4416,british
17725,italian
39525,moroccan
27034,filipino
28470,southern_us
38953,mexican
20045,southern_us
12896,moroccan
39573,greek
8838,brazilian
15399,thai
39439,mexican
26837,chinese
41220,vietnamese
35968,chinese
24335,vietnamese
10983,japanese
5516,cajun_creole
38894,vietnamese
11887,greek
31306,southern_us
38578,indian
3561,british
45095,thai
30969,italian
14389,southern_us
29670,vietnamese
40995,british
33629,irish
10616,irish
30886,irish
18995,indian
31098,filipino
34607,moroccan
48989,irish
44542,japanese
47075,greek
19228,chinese
2685,british
11686,chinese
9610,mexican
30405,greek
43666,moroccan
32892,italian
44741,irish
6791,chinese
440,italian
22693,mexican
24328,korean
13800,korean
23873,cajun_creole
12767,southern_us
5929,mexican
20645,filipino
20999,cajun_creole
29995,british
35223,british
22414,greek
23410,chinese
36558,japanese
13704,british
41952,indian
46915,cajun_creole
47170,cajun_creole
2295,indian
46128,cajun_creole
48349,russian
1482,korean
26589,british
9418,greek
31356,filipino
16052,mexican
43594,british
29099,vietnamese
23472,italian
34914,spanish
19404,thai
28299,italian
12314,french
6047,filipino
37581,french
12750,chinese
17498,japanese
7694,greek
14531,filipino
26628,mexican
8205,spanish
25101,mexican
29045,greek
20917,indian
8311,moroccan
10213,japanese
15241,thai
46132,french
15349,thai
22580,mexican
47335,cajun_creole
17759,cajun_creole
27633,filipino
42313,mexican
47272,thai
4553,filipino
15235,japanese
34102,thai
21227,british
9782,french
6913,irish
11944,korean
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,british
18063,mexican
16962,chinese
8415,british
19041,cajun_creole
38889,moroccan
32528,thai
21750,moroccan
11344,chinese
27945,chinese
37025,japanese
789,mexican
25084,chinese
6024,cajun_creole
14741,vietnamese
20468,irish
26963,greek
1451,indian
27745,southern_us
31347,cajun_creole
46592,mexican
38107,indian
5987,british
1808,southern_us
23783,greek
28618,italian
36764,japanese
11326,cajun_creole
3020,korean
24326,french
34002,filipino
11499,irish
9268,british
49368,chinese
44720,vietnamese
13127,vietnamese
34494,french
48382,chinese
18585,italian
40052,korean
46321,irish
49561,russian
9453,mexican
19555,mexican
17833,italian
10196,irish
35996,thai
22530,southern_us
44176,russian
2669,thai
10896,indian
7343,irish
46255,korean
27043,southern_us
20998,british
12357,mexican
36339,french
45086,vietnamese
37690,irish
37829,indian
3537,mexican
5150,irish
13,british
44579,japanese
8749,brazilian
131,mexican
44306,mexican
19202,cajun_creole
21300,british
27286,filipino
18297,spanish
4388,chinese
22234,greek
7359,irish
39947,british
6855,vietnamese
46057,cajun_creole
33950,italian
36009,british
23732,italian
21316,thai
32806,jamaican
34343,jamaican
11973,french
2380,mexican
30667,british
42364,indian
30258,spanish
34109,indian
5265,italian
123,mexican
12498,spanish
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,greek
1960,indian
43991,irish
45136,cajun_creole
41554,southern_us
10118,irish
43827,mexican
32583,mexican
31949,greek
23574,chinese
28211,chinese
21793,filipino
25914,thai
34735,cajun_creole
26071,chinese
9476,spanish
29443,british
16966,chinese
6457,british
25882,thai
48390,greek
28356,british
15699,british
2090,spanish
4686,italian
27937,thai
25560,moroccan
38937,british
48670,southern_us
2547,russian
17442,southern_us
28669,moroccan
4410,russian
36917,chinese
46755,spanish
25321,british
47019,chinese
33077,thai
11593,greek
44295,filipino
46632,chinese
18503,japanese
29030,british
32516,french
35128,british
41715,japanese
49185,indian
35517,spanish
13909,southern_us
36886,british
29304,vietnamese
29577,brazilian
24570,mexican
29466,chinese
10724,moroccan
30026,french
37133,japanese
29346,thai
32871,thai
46420,chinese
29083,korean
4402,spanish
15877,spanish
33448,indian
3541,korean
27704,indian
28658,greek
23793,cajun_creole
11040,filipino
28419,spanish
37086,greek
13965,cajun_creole
28674,mexican
5645,southern_us
20756,mexican
15548,irish
14495,british
11989,italian
47482,vietnamese
14101,mexican
1289,korean
49473,southern_us
39161,thai
14452,greek
31489,thai
15599,mexican
28440,greek
33624,indian
24090,filipino
16137,italian
4819,british
1377,british
47636,greek
25907,chinese
35894,filipino
20315,mexican
27199,jamaican
34055,italian
26938,filipino
5734,mexican
32241,vietnamese
2163,british
20340,cajun_creole
6278,korean
49404,british
36731,british
29165,greek
24932,indian
6591,indian
14644,moroccan
43518,british
28979,korean
45821,cajun_creole
26627,russian
39139,thai
3026,indian
13204,italian
762,chinese
28036,greek
46514,indian
34536,spanish
36484,indian
5676,mexican
13715,british
43019,mexican
2471,mexican
34065,italian
39362,greek
4987,moroccan
28414,spanish
8710,filipino
6610,greek
28847,indian
10560,indian
32993,french
16912,mexican
35262,italian
46936,thai
14553,filipino
17471,korean
22897,cajun_creole
2789,mexican
3897,british
22751,greek
16566,korean
23033,british
30500,cajun_creole
13018,indian
13077,vietnamese
9177,thai
16012,greek
5293,moroccan
35451,irish
5591,moroccan
44443,british
36811,spanish
7031,indian
11475,italian
5556,filipino
33728,moroccan
46703,british
41776,italian
4099,greek
4251,moroccan
29381,italian
30300,chinese
27494,spanish
48254,irish
32789,indian
44569,japanese
44160,italian
18762,mexican
23808,british
11875,moroccan
35843,jamaican
4948,indian
34713,vietnamese
8352,french
28407,mexican
3506,southern_us
44338,chinese
38464,greek
1139,moroccan
12287,indian
27031,chinese
42153,french
42686,british
44415,cajun_creole
10072,irish
8618,greek
14153,mexican
23825,greek
21440,brazilian
13366,cajun_creole
24979,filipino
33437,indian
4864,japanese
33017,spanish
15122,chinese
42731,southern_us
8281,british
2812,irish
30683,irish
24249,british
12169,cajun_creole
28629,spanish
32774,jamaican
15181,italian
44314,mexican
37583,irish
28069,chinese
33503,korean
24015,french
39333,chinese
13414,filipino
4855,spanish
6512,british
21974,greek
9062,indian
6243,british
10675,mexican
35788,moroccan
37372,korean
28810,japanese
23045,french
21296,british
33484,italian
30045,chinese
17354,indian
30061,russian
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,greek
30403,greek
37331,cajun_creole
5456,british
26893,irish
44470,filipino
38130,moroccan
9361,mexican
19320,french
3545,korean
25778,irish
34074,chinese
34216,brazilian
38817,spanish
20749,moroccan
31535,italian
2052,cajun_creole
18186,korean
49595,japanese
47592,greek
26011,italian
23403,indian
8005,southern_us
19517,british
10157,mexican
47071,british
22469,greek
26224,italian
29482,british
8227,chinese
12580,british
26385,russian
49610,vietnamese
6446,moroccan
1766,moroccan
19538,japanese
44811,irish
16844,mexican
28777,indian
28282,greek
15025,british
35345,chinese
21527,korean
26997,indian
40454,chinese
2828,greek
18980,korean
13604,mexican
9911,indian
49684,korean
5056,thai
2990,korean
32016,cajun_creole
37476,korean
33761,chinese
20280,british
19266,greek
17492,spanish
29376,irish
39788,mexican
606,korean
28514,vietnamese
8497,korean
14688,southern_us
6514,thai
22222,mexican
40303,mexican
23173,vietnamese
26842,british
38197,southern_us
6680,indian
11165,mexican
10077,brazilian
10703,chinese
32046,british
40961,cajun_creole
35596,thai
1653,irish
3886,british
14121,spanish
36351,vietnamese
32915,italian
5386,filipino
40215,mexican
183,mexican
24641,vietnamese
47715,mexican
34390,greek
712,korean
12535,chinese
49435,british
30517,cajun_creole
3489,british
1636,irish
30044,mexican
24095,mexican
22105,moroccan
24627,japanese
38840,mexican
9246,british
32088,mexican
38769,thai
5657,british
15325,korean
28603,mexican
42188,moroccan
30446,italian
1757,chinese
32710,southern_us
2136,irish
27690,indian
35074,british
48873,mexican
39277,british
28708,french
45762,french
37933,british
4491,moroccan
35597,vietnamese
15163,spanish
25745,italian
49614,mexican
41946,british
6372,spanish
39604,cajun_creole
42983,korean
19983,indian
21892,moroccan
20647,spanish
47368,japanese
3557,filipino
41749,filipino
31498,italian
19271,southern_us
15640,japanese
26181,italian
22491,irish
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,cajun_creole
16581,cajun_creole
22637,jamaican
37123,cajun_creole
36020,cajun_creole
2226,italian
43012,french
13134,italian
18749,british
1692,british
10138,irish
25235,british
13955,southern_us
42655,thai
12415,moroccan
7502,greek
27394,british
44210,korean
5331,british
25173,mexican
48988,irish
20735,thai
22048,british
27644,cajun_creole
43242,mexican
28368,british
2429,greek
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,indian
33444,irish
38794,indian
37227,italian
39679,british
34234,british
38038,chinese
7274,italian
18018,greek
11450,spanish
48160,cajun_creole
21288,spanish
34704,british
46684,italian
7049,moroccan
9116,thai
22485,french
6346,mexican
40269,moroccan
35850,chinese
1429,thai
19739,british
38972,irish
39570,british
43463,italian
21757,italian
36070,greek
40550,mexican
22914,thai
15074,moroccan
41576,filipino
46372,greek
8751,cajun_creole
47378,greek
21143,japanese
3818,indian
48486,spanish
23388,filipino
37216,cajun_creole
13142,cajun_creole
828,french
18468,chinese
25554,british
9863,italian
12771,thai
3066,italian
35442,mexican
25696,italian
38136,spanish
35825,italian
28933,cajun_creole
34629,indian
22169,italian
7028,korean
37204,mexican
16980,cajun_creole
27356,greek
11736,italian
1632,indian
1073,cajun_creole
8236,irish
42866,korean
30904,thai
35258,greek
17290,italian
35929,mexican
46072,chinese
46763,french
47664,italian
45625,indian
31177,mexican
33941,mexican
12272,british
48146,indian
11812,greek
42795,mexican
14372,moroccan
2964,mexican
9236,chinese
18992,korean
30902,french
30939,spanish
20108,italian
6562,thai
46412,vietnamese
8034,french
37521,southern_us
46651,italian
32493,filipino
3251,greek
31825,british
2676,southern_us
32140,greek
5326,thai
38240,southern_us
45874,chinese
17253,japanese
25292,vietnamese
48666,moroccan
49278,mexican
47903,british
42062,italian
27885,greek
21229,thai
47629,filipino
16695,indian
5355,southern_us
45369,brazilian
25736,japanese
29882,vietnamese
38900,moroccan
1508,cajun_creole
2526,greek
16563,mexican
49060,southern_us
31448,southern_us
36746,thai
1280,southern_us
41950,brazilian
25948,greek
35444,korean
2881,british
44080,southern_us
4446,japanese
47106,indian
15521,chinese
44359,british
48967,southern_us
1599,greek
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,greek
42680,japanese
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,vietnamese
27427,moroccan
3734,greek
44673,italian
43924,korean
18628,greek
3596,korean
37666,southern_us
14633,spanish
36259,indian
19752,mexican
16697,vietnamese
9550,moroccan
20813,british
34356,italian
3583,filipino
14148,chinese
28329,italian
166,mexican
12368,british
32261,thai
35306,cajun_creole
1414,japanese
45051,british
20767,mexican
23450,greek
404,irish
527,japanese
25416,vietnamese
25409,southern_us
34603,chinese
20266,moroccan
9513,cajun_creole
7794,vietnamese
19429,indian
11328,cajun_creole
49242,mexican
40411,chinese
46424,italian
1634,british
47221,thai
3963,southern_us
15515,indian
6735,mexican
41899,southern_us
36222,korean
24468,cajun_creole
9876,japanese
33614,british
42279,russian
46846,vietnamese
34711,thai
39556,brazilian
1064,cajun_creole
30080,japanese
6076,italian
5670,moroccan
44525,moroccan
19743,moroccan
36205,vietnamese
9030,greek
39755,japanese
39434,japanese
37803,greek
30053,spanish
11661,italian
17918,southern_us
44237,brazilian
38536,irish
47369,irish
6108,mexican
16807,indian
41329,irish
33582,thai
9570,indian
47129,italian
14268,greek
8395,filipino
38977,mexican
22716,irish
25753,vietnamese
12018,mexican
31659,indian
21149,moroccan
10328,indian
33585,italian
29192,italian
46733,russian
12887,chinese
24354,british
39237,italian
19430,japanese
39895,greek
34566,greek
17889,vietnamese
40652,mexican
31395,vietnamese
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,french
25484,indian
43668,french
2184,indian
12106,japanese
25747,indian
11423,spanish
22403,vietnamese
2880,korean
15445,spanish
9825,moroccan
31607,spanish
9341,moroccan
2406,spanish
28466,spanish
8619,italian
16097,filipino
11652,mexican
16852,british
29111,greek
33602,moroccan
35,mexican
47741,greek
39820,vietnamese
25332,korean
5720,vietnamese
19634,southern_us
34851,chinese
14117,chinese
12195,british
33665,greek
46228,italian
15964,greek
47502,chinese
41865,russian
46055,british
8863,mexican
48658,southern_us
42251,french
33164,italian
24526,irish
39431,southern_us
3893,southern_us
34175,filipino
6727,british
17230,mexican
24579,mexican
15873,british
3703,southern_us
27030,jamaican
9149,italian
16152,mexican
49665,spanish
27036,greek
8341,greek
30384,moroccan
32883,british
29047,mexican
31964,british
7011,greek
46301,british
3495,vietnamese
11949,mexican
975,british
15529,korean
15372,mexican
5176,italian
13631,italian
42028,greek
4936,russian
26471,thai
43833,filipino
47933,southern_us
38373,mexican
5780,vietnamese
46303,british
27308,southern_us
10340,british
48900,irish
876,cajun_creole
10446,british
15082,mexican
31706,filipino
24885,british
34944,cajun_creole
7917,greek
5923,indian
44272,italian
41074,british
381,greek
16053,british
37470,southern_us
23027,mexican
42078,british
13183,moroccan
14828,greek
15394,mexican
46300,french
38963,mexican
679,french
34558,korean
31528,cajun_creole
45629,moroccan
5034,mexican
35031,greek
13237,greek
42339,southern_us
3911,moroccan
20409,british
24741,italian
18381,indian
7572,spanish
24226,british
19945,mexican
31809,british
17903,greek
48664,cajun_creole
14122,greek
3175,mexican
3403,mexican
11062,filipino
16629,mexican
11349,french
14353,mexican
25633,thai
11424,greek
36024,thai
7151,mexican
12777,mexican
34289,southern_us
13904,spanish
40792,british
11649,british
227,greek
10396,cajun_creole
6559,korean
14195,italian
21511,southern_us
431,vietnamese
5651,british
20754,thai
24905,french
16731,korean
9006,greek
43909,greek
28526,italian
31141,french
39787,greek
35320,mexican
25077,korean
2902,italian
34305,indian
6174,irish
24695,greek
12211,korean
13227,thai
728,irish
21635,indian
14011,british
5861,cajun_creole
9976,moroccan
49218,korean
27684,mexican
11095,chinese
47314,greek
41901,spanish
5859,italian
3947,indian
14030,moroccan
10056,greek
39408,british
35283,italian
13994,brazilian
36302,irish
16113,korean
47207,vietnamese
36198,thai
21134,chinese
49070,italian
8030,korean
31802,filipino
36511,brazilian
7785,greek
38965,irish
31453,greek
43100,spanish
32307,british
45405,spanish
28532,british
16092,southern_us
29029,moroccan
5596,moroccan
11369,chinese
37436,mexican
2421,spanish
22070,mexican
10600,irish
11150,greek
29257,greek
38540,british
18998,mexican
39974,british
2159,irish
19679,thai
44146,british
36086,korean
20676,moroccan
39779,japanese
33522,thai
498,italian
45937,korean
41501,british
44156,vietnamese
5643,indian
35874,cajun_creole
24413,mexican
47297,british
10073,greek
4798,moroccan
7802,cajun_creole
3970,southern_us
